ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
19:45:30.905,,,,,,True,16,
19:45:30.905,,,,,,True,16,
19:45:31.050,1.2,0,511.1,0.264516,0.0,,,
19:45:31.105,1.2,30,661.7,0.0,0.053605,,,
19:45:31.151,1.2,30,700.2,0.0,0.044607,,,
19:45:31.197,1.2,30,696.0,0.0,0.044731,,,
19:45:31.243,1.2,30,695.6,0.0,0.044936,,,
19:45:31.291,1.2,60,699.6,0.0,0.044669,,,
19:45:31.335,1.2,60,684.9,0.0,0.043486,,,
19:45:31.381,1.2,60,696.3,0.0,0.044377,,,
19:45:31.429,2.4,60,686.4,0.0,0.046316,,,
19:45:31.476,2.4,60,658.5,0.0,0.045839,,,
19:45:31.521,2.4,56,697.0,0.0,0.044744,,,
19:45:31.567,2.4,56,692.9,0.0,0.044785,,,
19:45:31.613,2.4,56,685.2,0.0,0.044825,,,
19:45:31.660,2.4,56,687.6,0.0,0.045249,,,
19:45:31.707,2.4,59,671.9,0.0,0.045502,,,
19:45:31.753,2.4,59,697.3,0.0,0.044731,,,
19:45:31.799,2.4,59,693.1,0.0,0.044994,,,
19:45:31.845,2.4,59,695.4,0.0,0.044888,,,
19:45:31.891,2.4,59,700.4,0.0,0.044357,,,
19:45:31.937,2.4,59,674.7,0.0,0.045357,,,
19:45:31.986,2.4,59,643.1,0.0,0.047228,,,
19:45:32.034,2.4,59,667.2,0.0,0.046698,,,
19:45:32.087,2.4,55,683.4,0.0,0.048214,,,
19:45:32.132,2.4,55,682.5,0.0,0.04377,,,
19:45:32.183,3.5,55,596.1,0.0,0.049385,,,
19:45:32.232,3.5,55,646.3,0.0,0.04773,,,
19:45:32.280,3.5,55,664.9,0.0,0.047149,,,
19:45:32.329,3.5,53,646.5,0.0,0.047004,,,
19:45:32.380,3.5,53,593.4,0.0,0.049141,,,
19:45:32.428,3.5,53,683.4,0.0,0.047147,,,
19:45:32.479,3.4,53,598.6,0.0,0.049312,,,
19:45:32.483,,,,,,True,1,
19:45:32.537,3.5,53,282.3,1.749597,0.0,,,
19:45:32.585,3.5,53,672.0,0.0,0.104346,,,
19:45:32.631,3.5,53,699.5,0.0,0.04495,,,
19:45:32.678,3.5,53,684.7,0.0,0.045819,,,
19:45:32.727,3.5,53,650.4,0.0,0.04739,,,
19:45:32.773,3.5,53,687.6,0.0,0.045533,,,
19:45:32.820,3.5,53,693.4,0.0,0.044905,,,
19:45:32.865,3.5,53,698.3,0.0,0.044585,,,
19:45:32.907,3.5,60,693.2,0.0,0.040489,,,
19:45:32.952,4.1,60,691.9,0.0,0.04429,,,
19:45:32.998,4.6,60,702.1,0.0,0.044545,,,
19:45:33.044,4.6,60,700.8,0.0,0.044405,,,
19:45:33.090,4.6,60,694.4,0.0,0.045252,,,
19:45:33.136,4.6,60,701.6,0.0,0.044487,,,
19:45:33.182,4.6,60,692.2,0.0,0.044774,,,
19:45:33.227,4.6,60,720.7,0.0,0.0438,,,
19:45:33.252,,,,,,True,1,
19:45:33.272,4.5,60,719.0,0.0,0.043634,,,
19:45:33.316,4.5,58,686.3,0.0,0.04281,,,
19:45:33.363,4.5,58,662.7,0.0,0.045688,,,
19:45:33.414,4.5,58,605.0,0.0,0.04984,,,
19:45:33.461,4.4,58,685.1,0.0,0.04641,,,
19:45:33.464,,,,,,True,1,
19:45:33.521,4.4,55,262.5,2.73338,0.0,,,
19:45:33.572,4.4,55,577.4,0.0,0.109817,,,
19:45:33.619,4.4,55,655.8,0.0,0.044797,,,
19:45:33.668,4.4,55,630.8,0.0,0.047486,,,
