ts,kv,compute,throughput,latency,is_prefill,num_seqs,seq_id
11:07:15.059,,,,,True,32,
11:07:15.117,1.2,0,999.0,0.278042,,,
11:07:15.146,1.2,0,1082.2,0.029569,,,
11:07:15.174,1.2,0,1124.9,0.028446,,,
11:07:15.201,1.2,0,1175.2,0.027229,,,
11:07:15.230,1.2,55,1126.5,0.028408,,,
11:07:15.258,1.2,55,1114.5,0.028713,,,
11:07:15.286,1.2,55,1152.9,0.027756,,,
11:07:15.313,1.2,55,1176.4,0.027201,,,
11:07:15.341,2.3,55,1167.4,0.027411,,,
11:07:15.368,2.3,55,1171.0,0.027327,,,
11:07:15.396,2.3,55,1159.9,0.027588,,,
11:07:15.426,2.3,61,1142.2,0.028016,,,
11:07:15.454,2.3,61,1062.1,0.030128,,,
11:07:15.482,2.3,61,1158.3,0.027627,,,
11:07:15.509,2.3,61,1152.1,0.027776,,,
11:07:15.539,2.3,61,1086.1,0.029463,,,
11:07:15.566,2.3,61,1161.7,0.027547,,,
11:07:15.595,2.3,61,1135.0,0.028194,,,
11:07:15.625,2.3,61,1158.1,0.027632,,,
11:07:15.653,2.3,61,1029.6,0.031081,,,
11:07:15.682,2.3,61,1122.0,0.02852,,,
11:07:15.709,2.3,61,1161.9,0.027541,,,
11:07:15.737,2.3,61,1164.8,0.027472,,,
11:07:15.765,2.3,61,1137.6,0.028129,,,
11:07:15.793,3.5,61,1143.4,0.027986,,,
11:07:15.821,3.5,61,1132.2,0.028264,,,
11:07:15.849,3.5,61,1151.5,0.027789,,,
11:07:15.876,3.5,61,1191.0,0.026869,,,
11:07:15.903,3.5,61,1175.2,0.027231,,,
11:07:15.931,3.5,61,1127.8,0.028373,,,
11:07:15.959,3.5,61,1139.1,0.028091,,,
11:07:15.986,3.5,61,1172.0,0.027303,,,
11:07:16.013,3.5,61,1201.2,0.02664,,,
11:07:16.040,3.5,63,1179.4,0.027133,,,
11:07:16.069,3.5,63,1122.9,0.028497,,,
11:07:16.099,3.5,63,1066.5,0.030004,,,
11:07:16.127,3.5,63,1147.7,0.027881,,,
11:07:16.155,3.5,63,1158.1,0.027631,,,
11:07:16.182,3.5,63,1187.5,0.026947,,,
11:07:16.209,3.5,63,1146.1,0.027921,,,
11:07:16.238,4.7,62,1139.3,0.028089,,,
11:07:16.265,4.7,62,1155.3,0.027697,,,
11:07:16.289,4.7,62,1311.9,0.024392,,,
11:07:16.315,4.7,62,1254.0,0.025518,,,
11:07:16.343,4.7,62,1166.5,0.027432,,,
11:07:16.371,4.7,62,1133.6,0.028229,,,
11:07:16.399,4.7,62,1139.5,0.028084,,,
11:07:16.425,4.7,66,1191.2,0.026864,,,
11:07:16.450,4.7,66,1305.6,0.024509,,,
11:07:16.475,4.7,66,1257.6,0.025446,,,
11:07:16.504,4.5,66,1146.1,0.027921,,,
11:07:16.507,,,,,True,1,
11:07:16.543,4.5,66,225.0,1.704324,,,
11:07:16.570,4.5,66,1223.3,0.066158,,,
11:07:16.597,4.5,66,1148.7,0.027857,,,
11:07:16.625,4.5,68,1193.8,0.026805,,,
11:07:16.653,4.5,68,1110.1,0.028827,,,
11:07:16.681,4.5,68,1142.4,0.028012,,,
11:07:16.709,5.7,68,1135.6,0.02818,,,
11:07:16.738,5.7,68,1103.4,0.029001,,,
11:07:16.766,5.7,68,1155.0,0.027705,,,
11:07:16.794,5.7,68,1152.0,0.027777,,,
11:07:16.825,5.7,61,1152.9,0.027756,,,
11:07:16.852,5.7,61,1039.7,0.030778,,,
11:07:16.880,5.7,61,1172.9,0.027284,,,
11:07:16.907,5.7,61,1175.9,0.027214,,,
11:07:16.936,5.7,61,1107.8,0.028886,,,
11:07:16.965,5.7,61,1122.2,0.028514,,,
11:07:16.992,5.7,61,1157.0,0.027658,,,
11:07:17.019,5.7,61,1177.9,0.027166,,,
11:07:17.047,5.7,60,1130.9,0.028295,,,
11:07:17.075,5.7,60,1156.6,0.027668,,,
11:07:17.102,5.7,60,1176.2,0.027207,,,
11:07:17.129,5.7,60,1170.0,0.02735,,,
11:07:17.157,6.8,60,1178.5,0.027154,,,
11:07:17.185,6.8,60,1149.2,0.027845,,,
