ts,kv,compute,throughput,latency,is_prefill,num_seqs,seq_id
22:27:13.075,,,,,True,64,
22:27:13.246,4.8,0,1823.1,0.301528,,,
22:27:13.354,4.8,65,1960.1,0.108937,,,
22:27:13.420,4.8,65,1900.6,0.066049,,,
22:27:13.483,4.8,39,2019.6,0.062955,,,
22:27:13.553,4.8,39,1779.8,0.069885,,,
22:27:13.614,4.8,39,2153.8,0.061478,,,
22:27:13.688,4.8,50,1877.1,0.073057,,,
22:27:13.753,4.8,50,1971.6,0.065323,,,
22:27:13.816,9.6,50,2015.0,0.063805,,,
22:27:13.881,9.6,54,1961.5,0.064258,,,
22:27:14.043,9.6,54,1962.4,0.161995,,,
22:27:14.111,9.6,27,1819.8,0.067683,,,
22:27:14.179,9.6,27,1840.2,0.068051,,,
22:27:14.247,9.6,27,1862.1,0.06749,,,
22:27:14.249,,,,,True,1,
22:27:14.310,9.6,48,284.6,1.362036,,,
22:27:14.379,9.6,48,1967.3,0.13307,,,
22:27:14.449,9.6,48,1819.6,0.069163,,,
22:27:14.514,9.6,49,1967.4,0.065709,,,
22:27:14.581,9.6,49,1837.1,0.067565,,,
22:27:14.647,9.6,49,1931.1,0.065418,,,
22:27:14.712,9.6,51,1992.6,0.064239,,,
22:27:14.775,9.5,51,2013.9,0.063688,,,
22:27:14.778,,,,,True,1,
22:27:14.833,9.6,51,313.2,1.885907,,,
22:27:14.901,9.6,51,2021.8,0.126474,,,
22:27:14.965,12.0,51,1986.5,0.064213,,,
22:27:15.030,12.0,51,1982.4,0.064378,,,
22:27:15.094,14.3,51,2015.4,0.064239,,,
22:27:15.159,14.3,51,1996.5,0.064467,,,
22:27:15.222,14.3,51,2040.8,0.063331,,,
22:27:15.288,14.3,53,1840.7,0.06626,,,
22:27:15.355,14.3,53,1978.4,0.06642,,,
22:27:15.412,14.3,53,1797.4,0.057125,,,
22:27:15.474,14.3,53,2071.1,0.06246,,,
22:27:15.537,14.3,53,2039.6,0.06294,,,
22:27:15.601,14.3,53,2001.1,0.063781,,,
22:27:15.666,14.3,53,1934.0,0.064946,,,
22:27:15.732,14.3,52,1963.5,0.065808,,,
22:27:15.795,14.2,52,2077.4,0.063027,,,
22:27:15.864,14.2,52,1732.7,0.069896,,,
22:27:15.930,14.3,49,1973.1,0.064963,,,
22:27:15.996,14.2,49,1954.8,0.066473,,,
22:27:15.999,,,,,True,1,
22:27:16.054,14.2,49,319.1,3.106622,,,
22:27:16.126,16.5,50,1896.0,0.130165,,,
22:27:16.196,18.8,50,1865.6,0.06942,,,
22:27:16.256,18.7,50,2333.6,0.0616,,,
22:27:16.321,18.7,49,1654.9,0.063999,,,
22:27:16.391,18.7,49,1865.9,0.06948,,,
22:27:16.459,18.8,49,1900.4,0.068501,,,
22:27:16.522,18.6,49,1993.3,0.062975,,,
22:27:16.525,,,,,True,1,
22:27:16.567,18.7,49,461.2,3.619586,,,
22:27:16.631,18.7,49,2146.8,0.109338,,,
22:27:16.698,18.7,57,1979.6,0.066133,,,
22:27:16.763,18.7,57,1990.7,0.065299,,,
22:27:16.829,18.7,57,1949.4,0.065409,,,
22:27:16.893,18.7,51,1989.3,0.064636,,,
22:27:16.958,18.7,51,1980.8,0.06487,,,
22:27:17.022,18.8,51,2010.9,0.064046,,,
22:27:17.087,18.9,53,1944.3,0.065062,,,
22:27:17.155,18.9,53,1816.5,0.067707,,,
22:27:17.215,18.7,53,2407.3,0.060941,,,
22:27:17.287,23.2,52,1622.2,0.071046,,,
22:27:17.353,23.2,52,1941.7,0.066687,,,
22:27:17.419,23.2,52,1968.0,0.065555,,,
22:27:17.488,23.3,47,1877.6,0.068475,,,
22:27:17.553,23.3,47,1939.7,0.066188,,,
22:27:17.623,23.3,47,1872.0,0.06958,,,
22:27:17.691,23.4,50,1932.8,0.067335,,,
22:27:17.746,23.4,50,2201.0,0.055903,,,
22:27:17.817,23.4,50,1863.0,0.070908,,,
22:27:17.884,23.2,53,1995.6,0.067144,,,
22:27:17.956,23.3,53,1719.3,0.071549,,,
22:27:18.022,23.3,53,1975.5,0.06586,,,
22:27:18.088,23.1,48,1892.4,0.066286,,,
22:27:18.092,,,,,True,1,
22:27:18.155,23.1,48,248.7,5.20715,,,
22:27:18.228,23.2,48,1884.7,0.139124,,,
22:27:18.294,23.2,48,1929.8,0.06637,,,
22:27:18.360,23.2,48,1941.0,0.065989,,,
22:27:18.532,27.7,43,462.7,0.171927,,,
22:27:18.600,27.7,43,1910.5,0.06825,,,
22:27:18.672,27.7,34,1677.1,0.072327,,,
22:27:18.738,27.7,34,1959.3,0.065919,,,
22:27:18.810,27.8,34,1909.6,0.071277,,,
22:27:18.874,27.8,50,1971.9,0.0646,,,
22:27:18.940,27.9,50,1948.5,0.066074,,,
22:27:19.007,27.9,50,1909.9,0.066385,,,
22:27:19.073,27.7,53,1946.8,0.065986,,,
22:27:19.076,,,,,True,1,
22:27:19.129,27.6,53,354.9,6.180635,,,
22:27:19.196,27.4,53,1709.3,0.123049,,,
22:27:19.199,,,,,True,1,
22:27:19.254,27.4,53,315.6,6.306686,,,
22:27:19.329,27.4,45,1869.2,0.133352,,,
22:27:19.395,27.4,45,1917.6,0.066671,,,
22:27:19.468,27.3,51,1857.8,0.070456,,,
22:27:19.472,,,,,True,1,
22:27:19.530,27.3,51,276.7,6.581594,,,
22:27:19.601,27.4,51,1933.8,0.135087,,,
22:27:19.671,29.7,49,1779.3,0.069361,,,
22:27:19.740,29.7,49,1775.7,0.069619,,,
22:27:19.809,31.5,49,1827.1,0.069376,,,
22:27:19.812,,,,,True,1,
22:27:19.874,31.6,46,263.8,6.926546,,,
22:27:19.946,31.6,46,1904.3,0.136459,,,
22:27:20.014,31.6,46,1915.5,0.06825,,,
22:27:20.081,31.6,50,1929.3,0.067294,,,
22:27:20.147,31.5,50,1978.2,0.06555,,,
22:27:20.212,31.5,50,1744.2,0.065237,,,
22:27:20.281,31.3,50,1903.5,0.068316,,,
22:27:20.284,,,,,True,1,
22:27:20.331,31.4,50,439.7,7.383218,,,
22:27:20.403,31.4,50,1963.0,0.122299,,,
22:27:20.472,31.4,54,1941.6,0.069291,,,
22:27:20.538,31.4,54,1962.7,0.065676,,,
22:27:20.603,31.5,54,1932.1,0.065798,,,
22:27:20.672,31.5,52,1908.3,0.068695,,,
22:27:20.738,31.5,52,1949.6,0.065895,,,
22:27:20.806,33.8,52,1915.7,0.067966,,,
