ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
22:10:37.885,,,,,,True,256,
22:10:37.890,,,,,,True,256,
22:10:38.407,18.7,100,3556.5,0.642745,0.0,,,
22:10:38.680,,,,,,True,1,
22:10:38.842,18.7,4,1526.2,0.0,0.433411,,,
22:10:38.986,18.7,7,2116.8,0.0,0.142086,,,
22:10:39.155,18.7,54,2989.7,0.0,0.166124,,,
22:10:39.312,18.7,39,3052.8,0.0,0.155482,,,
22:10:39.456,18.7,51,3604.5,0.0,0.141727,,,
22:10:39.676,18.7,36,1729.4,0.0,0.217467,,,
22:10:39.815,18.7,36,3566.9,0.0,0.137137,,,
22:10:40.088,28.0,22,2923.3,0.0,0.271591,,,
22:10:40.249,37.3,22,2969.3,0.0,0.159214,,,
22:10:40.404,37.3,37,3555.4,0.0,0.152878,,,
22:10:40.569,37.2,51,3310.5,0.0,0.163474,,,
22:10:40.575,,,,,,True,1,
22:10:40.646,,,,,,True,1,
22:10:40.658,37.2,29,468.0,2.88425,0.0,,,
22:10:40.875,37.2,43,1557.7,0.0,0.304322,,,
22:10:40.955,,,,,,True,1,
22:10:41.025,37.2,43,3330.6,0.0,0.147501,,,
22:10:41.171,37.2,25,2103.8,0.0,0.144016,,,
22:10:41.428,37.2,37,2536.6,0.0,0.25519,,,
22:10:41.514,,,,,,True,1,
22:10:41.584,37.1,40,3427.1,0.0,0.154174,,,
22:10:41.590,,,,,,True,1,
22:10:41.656,37.1,38,171.4,3.880257,0.0,,,
22:10:41.813,37.1,38,3578.7,0.0,0.227363,,,
22:10:41.960,37.1,54,3491.0,0.0,0.1454,,,
22:10:42.178,37.1,45,1826.3,0.0,0.215966,,,
22:10:42.266,,,,,,True,1,
22:10:42.330,37.1,36,3716.6,0.0,0.150292,,,
22:10:42.475,37.1,44,2118.9,0.0,0.142001,,,
22:10:42.481,,,,,,True,1,
22:10:42.677,37.1,7,380.9,4.903368,0.0,,,
22:10:42.803,,,,,,True,1,
22:10:42.866,37.1,44,3669.5,0.0,0.389855,,,
22:10:43.011,37.0,44,2111.1,0.0,0.14266,,,
22:10:43.017,,,,,,True,1,
22:10:43.105,37.1,45,355.5,5.331208,0.0,,,
22:10:43.221,,,,,,True,1,
22:10:43.289,46.2,44,3547.7,0.0,0.275877,,,
22:10:43.296,,,,,,True,1,
22:10:43.362,46.2,44,163.7,5.588271,0.0,,,
22:10:43.589,46.1,43,1840.3,0.0,0.298444,,,
22:10:43.595,,,,,,True,1,
22:10:43.672,,,,,,True,2,
22:10:43.684,46.1,24,461.5,5.909554,0.0,,,
22:10:43.827,55.1,24,2844.0,0.0,0.235887,,,
22:10:44.100,55.0,34,1284.3,0.0,0.270782,,,
22:10:44.106,,,,,,True,1,
22:10:44.197,55.0,34,327.1,6.420068,0.0,,,
