ts,kv,compute,throughput,latency,is_prefill,num_seqs,seq_id
11:04:00.051,,,,,True,32,
11:04:00.110,1.2,12,1012.9,0.272863,,,
11:04:00.139,1.2,12,1087.1,0.029435,,,
11:04:00.169,1.2,12,1066.5,0.030004,,,
11:04:00.197,1.2,12,1118.0,0.028623,,,
11:04:00.227,1.2,12,1080.4,0.02962,,,
11:04:00.255,1.2,12,1135.2,0.02819,,,
11:04:00.282,1.2,12,1213.5,0.02637,,,
11:04:00.314,1.2,63,987.5,0.032405,,,
11:04:00.342,2.3,63,1142.3,0.028014,,,
11:04:00.371,2.3,63,1137.5,0.028133,,,
11:04:00.398,2.3,63,1127.5,0.028382,,,
11:04:00.426,2.3,63,1156.8,0.027662,,,
11:04:00.454,2.3,63,1145.8,0.027927,,,
11:04:00.482,2.3,63,1161.4,0.027554,,,
11:04:00.510,2.3,61,1134.8,0.028199,,,
11:04:00.539,2.3,61,1090.1,0.029355,,,
11:04:00.568,2.3,61,1096.9,0.029172,,,
11:04:00.596,2.3,61,1154.3,0.027723,,,
11:04:00.623,2.3,61,1193.5,0.026811,,,
11:04:00.650,2.3,61,1187.8,0.026941,,,
11:04:00.678,2.3,61,1134.4,0.02821,,,
11:04:00.710,2.3,60,989.8,0.032329,,,
11:04:00.740,2.3,60,1082.0,0.029574,,,
11:04:00.769,2.3,60,1118.0,0.028622,,,
11:04:00.795,3.5,60,1188.3,0.026928,,,
11:04:00.822,3.5,60,1187.2,0.026954,,,
11:04:00.850,3.5,60,1154.3,0.027723,,,
11:04:00.878,3.5,60,1162.5,0.027528,,,
11:04:00.905,3.5,60,1186.1,0.026978,,,
11:04:00.932,3.5,60,1156.0,0.027682,,,
11:04:00.959,3.5,60,1189.0,0.026913,,,
11:04:00.988,3.5,60,1135.0,0.028195,,,
11:04:01.014,3.5,60,1180.7,0.027103,,,
11:04:01.039,3.5,60,1294.5,0.024719,,,
11:04:01.066,3.5,60,1220.4,0.02622,,,
11:04:01.094,3.5,66,1136.7,0.028152,,,
11:04:01.121,3.5,66,1166.8,0.027426,,,
11:04:01.149,3.5,66,1172.4,0.027295,,,
11:04:01.176,3.5,66,1150.1,0.027824,,,
11:04:01.204,3.5,66,1162.0,0.027539,,,
11:04:01.231,4.7,66,1186.0,0.026981,,,
11:04:01.258,4.7,66,1175.7,0.027218,,,
11:04:01.288,4.7,63,1156.0,0.027681,,,
11:04:01.315,4.7,63,1092.8,0.029281,,,
11:04:01.341,4.7,63,1200.8,0.026649,,,
11:04:01.369,4.7,63,1161.6,0.027549,,,
11:04:01.397,4.7,63,1137.8,0.028125,,,
11:04:01.425,4.7,63,1150.5,0.027815,,,
11:04:01.453,4.7,63,1149.5,0.027839,,,
11:04:01.480,4.7,63,1169.3,0.027367,,,
11:04:01.510,4.5,61,1085.4,0.029483,,,
11:04:01.513,,,,,True,1,
11:04:01.548,4.5,61,234.9,1.710138,,,
11:04:01.574,4.5,61,1218.0,0.06459,,,
11:04:01.600,4.5,61,1224.9,0.026124,,,
11:04:01.629,4.5,61,1147.1,0.027896,,,
11:04:01.656,4.5,61,1147.9,0.027878,,,
11:04:01.688,4.5,67,1153.7,0.027737,,,
11:04:01.715,5.7,67,1042.9,0.030684,,,
11:04:01.742,5.7,67,1173.8,0.027261,,,
11:04:01.768,5.7,67,1209.0,0.026467,,,
11:04:01.794,5.7,67,1256.7,0.025463,,,
11:04:01.822,5.7,67,1116.7,0.028656,,,
11:04:01.851,5.7,67,1106.7,0.028916,,,
11:04:01.879,5.7,67,1154.1,0.027727,,,
11:04:01.906,5.7,60,1191.0,0.026867,,,
11:04:01.936,5.7,60,1066.2,0.030014,,,
11:04:01.965,5.7,60,1108.4,0.028871,,,
11:04:01.994,5.7,60,1109.4,0.028844,,,
11:04:02.022,5.7,60,1154.6,0.027716,,,
11:04:02.050,5.7,60,1130.8,0.028298,,,
11:04:02.078,5.7,60,1131.9,0.028271,,,
11:04:02.106,5.7,60,1144.9,0.027951,,,
11:04:02.134,5.7,60,1124.2,0.028466,,,
11:04:02.162,6.8,60,1141.8,0.028027,,,
11:04:02.190,6.8,60,1179.6,0.027128,,,
11:04:02.216,6.9,60,1187.5,0.026948,,,
11:04:02.245,6.9,60,1140.6,0.028055,,,
11:04:02.273,6.9,60,1131.1,0.028292,,,
11:04:02.300,6.9,64,1163.2,0.027511,,,
11:04:02.328,6.9,64,1172.7,0.027287,,,
11:04:02.355,6.9,64,1165.1,0.027466,,,
11:04:02.386,6.7,64,1058.0,0.030246,,,
11:04:02.388,,,,,True,1,
11:04:02.417,6.7,64,278.8,2.579728,,,
11:04:02.444,6.7,64,1224.1,0.058429,,,
11:04:02.472,6.7,64,1132.5,0.028256,,,
11:04:02.500,6.7,67,1156.2,0.027677,,,
11:04:02.528,6.7,67,1151.4,0.027793,,,
11:04:02.555,6.7,67,1149.2,0.027844,,,
11:04:02.587,6.7,67,1019.1,0.031401,,,
11:04:02.615,6.7,67,1148.6,0.02786,,,
11:04:02.643,7.8,67,1136.2,0.028163,,,
11:04:02.672,7.8,67,1081.3,0.029593,,,
11:04:02.701,7.9,60,1127.3,0.028387,,,
11:04:02.728,7.9,60,1175.5,0.027222,,,
11:04:02.755,7.9,60,1170.4,0.027342,,,
11:04:02.785,7.9,60,1073.0,0.029823,,,
11:04:02.813,7.9,60,1158.2,0.027628,,,
11:04:02.839,7.9,60,1195.9,0.026757,,,
11:04:02.867,7.9,60,1177.5,0.027176,,,
11:04:02.895,7.9,64,1136.5,0.028156,,,
11:04:02.922,7.6,64,1167.8,0.027401,,,
11:04:02.925,,,,,True,1,
11:04:02.958,7.6,64,247.0,3.120739,,,
11:04:02.986,7.6,64,1204.3,0.063002,,,
11:04:03.014,7.6,64,1120.9,0.028548,,,
11:04:03.042,7.6,64,1134.3,0.028212,,,
11:04:03.070,7.6,64,1147.5,0.027888,,,
11:04:03.098,7.6,67,1150.1,0.027825,,,
11:04:03.126,8.4,67,1133.4,0.028234,,,
11:04:03.129,,,,,True,1,
11:04:03.161,8.5,67,252.2,3.323671,,,
11:04:03.188,8.5,67,1228.0,0.06175,,,
11:04:03.216,8.6,67,1137.4,0.028134,,,
11:04:03.243,8.6,67,1177.1,0.027184,,,
11:04:03.270,8.4,67,1173.8,0.027263,,,
11:04:03.273,,,,,True,1,
11:04:03.300,8.4,66,295.3,3.462754,,,
11:04:03.327,8.4,66,1222.9,0.056646,,,
11:04:03.354,8.1,66,1185.8,0.026986,,,
11:04:03.356,,,,,True,1,
11:04:03.381,8.2,66,324.9,3.543567,,,
11:04:03.409,8.2,66,1197.0,0.054431,,,
11:04:03.437,8.2,66,1126.3,0.028412,,,
11:04:03.464,8.2,66,1176.6,0.027197,,,
11:04:03.490,8.2,69,1202.3,0.026615,,,
11:04:03.516,8.2,69,1241.7,0.025771,,,
11:04:03.545,8.2,69,1127.5,0.028381,,,
11:04:03.575,8.2,69,1056.6,0.030284,,,
11:04:03.603,8.3,69,1157.3,0.027651,,,
11:04:03.632,8.3,69,1098.3,0.029135,,,
11:04:03.661,9.3,69,1099.8,0.029096,,,
11:04:03.691,9.3,63,1061.0,0.03016,,,
11:04:03.720,9.3,63,1124.0,0.028471,,,
11:04:03.749,9.3,63,1081.0,0.029602,,,
11:04:03.778,9.3,63,1123.6,0.028481,,,
11:04:03.807,9.3,63,1086.1,0.029464,,,
11:04:03.837,9.3,63,1090.4,0.029347,,,
11:04:03.865,9.3,63,1112.8,0.028758,,,
11:04:03.895,9.4,62,1093.5,0.029263,,,
11:04:03.924,9.4,62,1105.2,0.028955,,,
11:04:03.953,9.4,62,1069.3,0.029927,,,
11:04:03.987,9.4,62,973.9,0.032859,,,
11:04:04.016,9.4,62,1060.6,0.030173,,,
11:04:04.047,9.4,62,1075.7,0.029747,,,
11:04:04.077,9.4,62,1047.6,0.030546,,,
11:04:04.107,9.4,61,1069.8,0.029911,,,
11:04:04.137,10.4,61,1059.7,0.030198,,,
11:04:04.167,10.4,61,1082.3,0.029567,,,
11:04:04.196,10.5,61,1076.1,0.029738,,,
11:04:04.226,10.1,61,1084.8,0.029499,,,
11:04:04.228,,,,,True,1,
11:04:04.263,10.2,61,238.2,4.425255,,,
11:04:04.290,10.2,68,1187.1,0.06474,,,
11:04:04.319,10.2,68,1110.1,0.028827,,,
11:04:04.348,10.2,68,1099.2,0.029112,,,
11:04:04.377,10.2,68,1104.2,0.028981,,,
11:04:04.406,10.2,68,1127.5,0.02838,,,
11:04:04.434,10.2,68,1123.1,0.028492,,,
11:04:04.463,10.2,68,1114.8,0.028705,,,
11:04:04.492,10.2,64,1093.0,0.029277,,,
11:04:04.521,10.3,64,1082.6,0.029558,,,
11:04:04.549,10.3,64,1170.3,0.027344,,,
11:04:04.574,10.3,64,1250.6,0.025588,,,
11:04:04.600,10.3,64,1249.0,0.02562,,,
11:04:04.627,11.3,64,1191.2,0.026863,,,
11:04:04.655,11.3,64,1135.3,0.028186,,,
11:04:04.687,11.3,65,1047.0,0.030563,,,
11:04:04.717,11.3,65,1032.8,0.030985,,,
11:04:04.746,11.3,65,1091.2,0.029326,,,
11:04:04.777,11.3,65,1046.7,0.030572,,,
11:04:04.805,11.3,65,1125.3,0.028438,,,
11:04:04.834,11.3,65,1091.3,0.029322,,,
11:04:04.863,11.4,65,1131.7,0.028275,,,
11:04:04.890,11.4,63,1147.4,0.02789,,,
11:04:04.917,11.4,63,1208.4,0.026482,,,
11:04:04.946,11.0,63,1116.8,0.028653,,,
11:04:04.948,,,,,True,1,
11:04:04.983,11.0,63,238.3,5.145381,,,
11:04:05.012,11.1,63,1145.5,0.065699,,,
11:04:05.039,11.1,63,1141.9,0.028023,,,
11:04:05.069,11.1,63,1088.0,0.029412,,,
11:04:05.100,11.1,58,1042.7,0.030689,,,
11:04:05.130,11.6,58,1057.2,0.030268,,,
11:04:05.132,,,,,True,1,
11:04:05.168,11.6,58,232.9,5.330305,,,
11:04:05.196,11.6,58,1168.1,0.066033,,,
11:04:05.198,,,,,True,1,
11:04:05.231,11.6,58,251.0,5.393534,,,
11:04:05.258,11.7,58,1202.6,0.062466,,,
11:04:05.289,11.7,72,1065.9,0.030023,,,
11:04:05.317,11.7,72,1103.3,0.029003,,,
11:04:05.346,11.7,72,1106.5,0.028919,,,
11:04:05.375,11.7,72,1104.3,0.028979,,,
11:04:05.405,11.7,72,1098.1,0.02914,,,
11:04:05.434,11.8,72,1090.7,0.02934,,,
11:04:05.463,11.8,72,1101.4,0.029054,,,
11:04:05.494,11.8,63,1024.9,0.031224,,,
11:04:05.525,11.8,63,1055.6,0.030314,,,
11:04:05.554,11.9,63,1066.3,0.03001,,,
11:04:05.586,11.9,63,1027.7,0.031139,,,
11:04:05.615,11.9,63,1082.1,0.029572,,,
11:04:05.645,11.9,63,1081.0,0.029601,,,
11:04:05.674,12.8,63,1077.2,0.029706,,,
11:04:05.704,12.8,61,1090.6,0.029341,,,
11:04:05.733,12.8,61,1100.5,0.029079,,,
11:04:05.762,12.8,61,1110.9,0.028805,,,
11:04:05.790,12.8,61,1105.4,0.028949,,,
11:04:05.820,12.8,61,1108.3,0.028872,,,
11:04:05.849,12.8,61,1090.4,0.029348,,,
11:04:05.878,12.8,61,1093.6,0.029262,,,
11:04:05.909,12.9,64,1020.3,0.031362,,,
11:04:05.940,13.0,64,1039.2,0.030794,,,
11:04:05.972,13.0,64,1014.1,0.031556,,,
11:04:06.001,13.0,64,1086.7,0.029448,,,
11:04:06.029,13.0,64,1162.8,0.02752,,,
11:04:06.058,13.0,64,1101.9,0.02904,,,
11:04:06.088,13.1,64,1078.4,0.029673,,,
11:04:06.121,1.7,64,1000.5,0.031985,,,
11:04:06.124,,,,,True,24,
11:04:06.165,2.6,64,4797.5,6.3262,,,
11:04:06.193,2.6,64,1119.1,0.073617,,,
11:04:06.221,2.6,64,1141.6,0.02803,,,
11:04:06.247,2.7,64,1214.9,0.02634,,,
11:04:06.274,2.7,64,1202.2,0.026618,,,
11:04:06.302,2.7,61,1153.9,0.027731,,,
11:04:06.329,2.7,61,1152.4,0.027768,,,
11:04:06.357,2.5,61,1155.2,0.027702,,,
11:04:06.360,,,,,True,1,
11:04:06.394,2.6,61,239.6,6.555921,,,
11:04:06.422,3.5,61,1174.8,0.064801,,,
11:04:06.450,3.5,61,1134.8,0.0282,,,
11:04:06.478,3.5,61,1170.1,0.027349,,,
11:04:06.508,3.5,58,1049.0,0.030507,,,
11:04:06.536,3.6,58,1159.9,0.027588,,,
11:04:06.563,3.6,58,1180.5,0.027107,,,
11:04:06.590,3.6,58,1159.6,0.027595,,,
11:04:06.617,3.7,58,1202.2,0.026618,,,
11:04:06.645,3.7,58,1157.7,0.02764,,,
11:04:06.672,3.7,58,1169.4,0.027363,,,
11:04:06.700,3.7,65,1143.9,0.027976,,,
11:04:06.728,3.7,65,1141.0,0.028045,,,
11:04:06.756,3.7,65,1135.0,0.028194,,,
11:04:06.784,3.7,65,1160.9,0.027564,,,
11:04:06.811,3.7,65,1180.2,0.027115,,,
11:04:06.838,3.7,65,1169.6,0.027361,,,
11:04:06.867,4.5,65,1137.1,0.028143,,,
11:04:06.869,,,,,True,1,
11:04:06.902,4.5,65,252.9,7.063091,,,
11:04:06.928,4.5,65,1245.0,0.061296,,,
11:04:06.930,,,,,True,1,
11:04:06.963,4.5,65,253.5,7.12427,,,
11:04:06.990,4.5,65,1172.5,0.062794,,,
11:04:07.019,4.5,65,1127.4,0.028383,,,
11:04:07.049,4.6,65,1070.8,0.029886,,,
11:04:07.078,4.6,65,1093.7,0.029258,,,
11:04:07.108,4.6,59,1064.0,0.030076,,,
11:04:07.136,4.7,59,1144.2,0.027967,,,
11:04:07.165,4.7,59,1131.5,0.028281,,,
11:04:07.190,4.8,59,1203.5,0.02659,,,
11:04:07.215,4.8,59,1300.1,0.024613,,,
11:04:07.243,4.8,59,1170.7,0.027334,,,
11:04:07.272,4.8,59,1092.9,0.029279,,,
11:04:07.300,4.8,64,1128.2,0.028364,,,
11:04:07.328,4.8,64,1178.3,0.027159,,,
11:04:07.355,4.8,64,1160.7,0.027569,,,
11:04:07.384,5.5,64,1129.9,0.028321,,,
11:04:07.386,,,,,True,1,
11:04:07.419,5.5,64,249.7,7.58067,,,
11:04:07.446,5.6,64,1227.4,0.062121,,,
11:04:07.473,5.2,64,1181.0,0.027096,,,
11:04:07.475,,,,,True,1,
11:04:07.504,5.2,66,282.0,7.665735,,,
11:04:07.530,5.2,66,1239.4,0.057739,,,
11:04:07.557,5.3,66,1205.0,0.026557,,,
11:04:07.585,5.3,66,1144.9,0.027951,,,
11:04:07.613,5.3,66,1144.8,0.027954,,,
11:04:07.641,5.4,66,1149.4,0.027842,,,
11:04:07.668,5.5,66,1159.7,0.027593,,,
11:04:07.696,5.5,67,1163.2,0.027511,,,
11:04:07.724,5.5,67,1163.2,0.027511,,,
11:04:07.753,5.6,67,1065.4,0.030036,,,
11:04:07.784,5.6,67,1050.8,0.030452,,,
11:04:07.812,5.6,67,1142.9,0.027998,,,
11:04:07.840,5.6,67,1149.4,0.027841,,,
11:04:07.867,5.6,67,1177.4,0.027179,,,
11:04:07.895,6.3,63,1130.6,0.028304,,,
11:04:07.921,6.4,63,1219.7,0.026236,,,
11:04:07.947,6.4,63,1246.8,0.025667,,,
11:04:07.974,6.4,63,1174.1,0.027255,,,
11:04:08.003,6.4,63,1126.9,0.028396,,,
11:04:08.031,6.5,63,1127.7,0.028377,,,
11:04:08.059,6.5,63,1164.5,0.02748,,,
11:04:08.086,6.6,66,1165.9,0.027446,,,
11:04:08.114,6.6,66,1143.0,0.027996,,,
11:04:08.142,6.7,66,1176.8,0.027191,,,
11:04:08.169,6.7,66,1154.1,0.027726,,,
11:04:08.196,6.7,66,1194.1,0.026799,,,
11:04:08.223,6.7,66,1170.9,0.027328,,,
11:04:08.251,6.7,66,1151.4,0.027792,,,
11:04:08.279,6.7,66,1152.5,0.027766,,,
11:04:08.308,6.7,61,1108.2,0.028875,,,
11:04:08.333,7.5,61,1216.1,0.026314,,,
11:04:08.359,7.5,61,1287.7,0.02485,,,
11:04:08.387,7.6,61,1158.2,0.027629,,,
11:04:08.415,7.6,61,1129.0,0.028344,,,
11:04:08.443,7.6,61,1158.7,0.027617,,,
11:04:08.471,7.6,61,1131.0,0.028295,,,
11:04:08.498,7.2,66,1155.4,0.027695,,,
11:04:08.500,,,,,True,1,
11:04:08.532,7.2,66,263.9,8.693432,,,
11:04:08.558,7.3,66,1245.6,0.05979,,,
11:04:08.587,7.4,66,1132.3,0.028262,,,
11:04:08.615,7.4,66,1128.1,0.028367,,,
11:04:08.642,7.5,66,1170.4,0.02734,,,
11:04:08.671,7.5,66,1114.9,0.028702,,,
11:04:08.700,7.5,67,1086.6,0.029451,,,
11:04:08.729,7.5,67,1117.0,0.028648,,,
11:04:08.756,7.5,67,1166.6,0.027429,,,
11:04:08.784,7.5,67,1150.7,0.02781,,,
11:04:08.814,8.3,67,1068.0,0.029962,,,
11:04:08.842,8.3,67,1153.8,0.027735,,,
11:04:08.869,8.3,67,1154.4,0.027721,,,
11:04:08.897,8.3,61,1154.0,0.02773,,,
11:04:08.926,8.4,61,1115.0,0.028701,,,
11:04:08.952,8.4,61,1186.9,0.02696,,,
11:04:08.979,8.4,61,1240.8,0.025789,,,
11:04:09.007,8.5,61,1140.3,0.028062,,,
11:04:09.034,8.6,61,1156.0,0.027681,,,
11:04:09.062,8.6,61,1163.4,0.027505,,,
11:04:09.091,8.6,66,1106.6,0.028917,,,
11:04:09.117,8.6,66,1207.7,0.026497,,,
11:04:09.144,8.6,66,1222.5,0.026175,,,
11:04:09.172,8.6,66,1140.3,0.028064,,,
11:04:09.200,8.7,66,1137.9,0.028121,,,
11:04:09.228,8.7,66,1142.3,0.028014,,,
11:04:09.255,9.0,66,1176.5,0.027199,,,
11:04:09.257,,,,,True,1,
11:04:09.291,9.0,67,244.6,9.452736,,,
11:04:09.318,9.0,67,1201.4,0.063433,,,
11:04:09.347,9.0,67,1139.3,0.028087,,,
11:04:09.374,9.0,67,1143.7,0.027979,,,
11:04:09.403,8.6,67,1126.4,0.028408,,,
11:04:09.406,,,,,True,1,
11:04:09.438,8.6,67,251.0,9.599676,,,
11:04:09.466,8.4,67,1209.3,0.062315,,,
11:04:09.468,,,,,True,1,
11:04:09.500,8.5,69,257.3,9.661093,,,
11:04:09.527,8.0,69,1226.4,0.06107,,,
11:04:09.529,,,,,True,1,
11:04:09.564,8.0,69,234.0,9.725623,,,
11:04:09.591,8.1,69,1214.8,0.0648,,,
11:04:09.620,7.9,69,1118.4,0.028612,,,
11:04:09.622,,,,,True,1,
11:04:09.649,7.9,69,299.1,9.810642,,,
11:04:09.676,7.9,69,1238.1,0.055935,,,
11:04:09.703,8.0,71,1187.4,0.02695,,,
11:04:09.731,8.0,71,1134.0,0.02822,,,
11:04:09.759,8.0,71,1131.1,0.02829,,,
11:04:09.789,8.0,71,1069.9,0.029908,,,
11:04:09.818,8.1,71,1117.7,0.02863,,,
11:04:09.846,8.1,71,1132.5,0.028256,,,
11:04:09.875,8.9,71,1113.2,0.028747,,,
11:04:09.903,8.9,62,1119.6,0.028582,,,
11:04:09.932,8.9,62,1112.2,0.028772,,,
11:04:09.961,8.9,62,1115.5,0.028687,,,
11:04:09.990,9.0,62,1087.9,0.029413,,,
11:04:10.019,9.0,62,1117.1,0.028647,,,
11:04:10.048,9.0,62,1091.2,0.029326,,,
11:04:10.077,9.0,62,1106.6,0.028917,,,
11:04:10.108,9.1,64,1026.5,0.031174,,,
11:04:10.137,9.1,64,1099.0,0.029116,,,
11:04:10.167,9.1,64,1084.2,0.029516,,,
11:04:10.196,9.1,64,1078.5,0.02967,,,
11:04:10.226,9.2,64,1089.8,0.029362,,,
11:04:10.254,9.2,64,1126.0,0.028419,,,
11:04:10.281,9.3,64,1196.1,0.026754,,,
11:04:10.309,9.3,65,1128.6,0.028354,,,
11:04:10.338,10.0,65,1120.4,0.028562,,,
11:04:10.367,10.0,65,1099.6,0.029101,,,
11:04:10.396,10.1,65,1103.8,0.02899,,,
11:04:10.425,9.6,65,1097.1,0.029169,,,
11:04:10.428,,,,,True,1,
11:04:10.461,9.6,65,249.9,10.622008,,,
11:04:10.488,9.6,68,1193.1,0.062838,,,
11:04:10.516,9.6,68,1156.1,0.027678,,,
11:04:10.545,9.6,68,1115.5,0.028687,,,
11:04:10.572,9.7,68,1138.2,0.028114,,,
11:04:10.600,9.8,68,1151.5,0.02779,,,
11:04:10.629,9.8,68,1099.8,0.029096,,,
11:04:10.659,9.8,68,1069.5,0.02992,,,
11:04:10.689,9.9,62,1079.3,0.029648,,,
