ts,kv,compute,throughput,latency,is_prefill,num_seqs,seq_id
11:45:18.206,,,,,True,64,
11:45:18.300,2.3,35,1819.6,0.305331,,,
11:45:18.340,2.3,35,1561.0,0.041001,,,
11:45:18.377,2.3,35,1709.7,0.037433,,,
11:45:18.415,2.3,35,1718.1,0.03725,,,
11:45:18.451,2.3,35,1746.0,0.036655,,,
11:45:18.489,2.3,35,1717.3,0.037267,,,
11:45:18.524,2.3,54,1777.8,0.036,,,
11:45:18.557,2.3,54,1968.2,0.032518,,,
11:45:18.599,4.7,54,1509.1,0.04241,,,
11:45:18.637,4.7,54,1726.1,0.037079,,,
11:45:18.673,4.7,54,1762.4,0.036315,,,
11:45:18.710,4.7,59,1704.4,0.037551,,,
11:45:18.747,4.6,59,1745.6,0.036663,,,
11:45:18.750,,,,,True,1,
11:45:18.786,4.6,59,227.7,0.791104,,,
11:45:18.821,4.6,59,1841.1,0.074291,,,
11:45:18.858,4.6,59,1767.0,0.036219,,,
11:45:18.895,4.6,61,1716.6,0.037283,,,
11:45:18.932,4.6,61,1755.3,0.03646,,,
11:45:18.968,4.6,61,1742.1,0.036737,,,
11:45:19.004,4.6,61,1765.5,0.036251,,,
11:45:19.040,4.6,61,1764.5,0.03627,,,
11:45:19.077,4.7,61,1783.7,0.03588,,,
11:45:19.114,4.7,55,1730.5,0.036983,,,
11:45:19.151,4.7,55,1733.5,0.036921,,,
11:45:19.191,4.7,55,1599.3,0.040018,,,
11:45:19.228,6.9,55,1685.0,0.037981,,,
11:45:19.265,6.9,55,1756.8,0.03643,,,
11:45:19.302,6.9,57,1703.9,0.037561,,,
11:45:19.339,6.9,57,1753.7,0.036495,,,
11:45:19.376,6.9,57,1729.3,0.03701,,,
11:45:19.413,6.9,57,1737.3,0.036839,,,
11:45:19.449,6.9,57,1753.6,0.036497,,,
11:45:19.486,6.9,57,1730.8,0.036977,,,
11:45:19.525,6.9,53,1648.0,0.038834,,,
11:45:19.561,6.9,53,1788.7,0.035781,,,
11:45:19.597,6.9,53,1769.7,0.036165,,,
11:45:19.634,6.9,53,1743.7,0.036704,,,
11:45:19.671,7.0,53,1743.0,0.036719,,,
11:45:19.707,7.0,58,1741.8,0.036743,,,
11:45:19.740,7.0,58,1900.6,0.033674,,,
11:45:19.774,7.0,58,1909.1,0.033524,,,
11:45:19.811,9.3,58,1751.0,0.03655,,,
11:45:19.844,9.3,58,1861.8,0.034374,,,
11:45:19.879,9.3,58,1904.2,0.03361,,,
11:45:19.911,9.3,58,1946.9,0.032873,,,
11:45:19.944,9.3,58,1919.4,0.033343,,,
11:45:19.983,9.1,58,1684.5,0.037993,,,
11:45:19.986,,,,,True,1,
