ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
17:04:52.194,,,,,,True,16,
17:04:52.254,0.6,8,763.6,0.175519,0.0,,,
17:04:52.281,0.6,8,557.2,0.0,0.02637,,,
17:04:52.305,0.6,8,675.9,0.0,0.022534,,,
17:04:52.329,0.6,8,662.2,0.0,0.023377,,,
17:04:52.356,0.6,8,599.7,0.0,0.025812,,,
17:04:52.383,0.6,8,588.0,0.0,0.025957,,,
17:04:52.503,0.6,64,133.7,0.0,0.118462,,,
17:04:52.528,0.6,64,621.7,0.0,0.024439,,,
17:04:52.554,1.1,64,629.6,0.0,0.024528,,,
17:04:52.581,1.1,64,597.1,0.0,0.025704,,,
17:04:52.609,1.1,64,570.3,0.0,0.026644,,,
17:04:52.637,1.1,36,580.7,0.0,0.026371,,,
17:04:52.663,1.1,36,590.0,0.0,0.025693,,,
17:04:52.666,,,,,,True,1,
17:04:52.698,1.1,36,260.5,0.619904,0.0,,,
17:04:52.724,1.1,36,612.3,0.0,0.059497,,,
17:04:52.752,1.1,36,583.6,0.0,0.026271,,,
17:04:52.778,1.1,36,600.9,0.0,0.025455,,,
17:04:52.806,1.1,36,581.4,0.0,0.026124,,,
17:04:52.833,1.1,59,581.1,0.0,0.026401,,,
17:04:52.861,1.1,59,577.3,0.0,0.026565,,,
17:04:52.889,1.1,59,575.4,0.0,0.026382,,,
17:04:52.917,1.1,59,570.6,0.0,0.026547,,,
17:04:52.945,1.1,59,577.6,0.0,0.02608,,,
17:04:52.973,1.1,59,571.7,0.0,0.026809,,,
17:04:52.975,,,,,,True,1,
17:04:53.008,1.1,59,256.0,0.929492,0.0,,,
17:04:53.035,1.1,63,577.0,0.0,0.061638,,,
17:04:53.063,1.6,63,588.8,0.0,0.025986,,,
17:04:53.090,1.6,63,576.5,0.0,0.026549,,,
17:04:53.120,1.6,63,546.7,0.0,0.028043,,,
17:04:53.149,1.6,63,552.7,0.0,0.027473,,,
17:04:53.179,1.6,63,531.9,0.0,0.028892,,,
17:04:53.208,1.6,63,552.8,0.0,0.027475,,,
17:04:53.240,1.6,59,507.2,0.0,0.030342,,,
17:04:53.267,1.6,59,574.5,0.0,0.025895,,,
17:04:53.291,1.6,59,666.5,0.0,0.023022,,,
17:04:53.318,1.6,59,586.8,0.0,0.026313,,,
17:04:53.343,1.6,59,658.0,0.0,0.023001,,,
17:04:53.369,1.6,59,595.3,0.0,0.025661,,,
17:04:53.398,1.7,59,574.7,0.0,0.026653,,,
17:04:53.427,1.7,63,532.6,0.0,0.028547,,,
17:04:53.457,1.7,63,549.0,0.0,0.027891,,,
17:04:53.485,1.7,63,556.5,0.0,0.027209,,,
17:04:53.515,2.2,63,529.3,0.0,0.029056,,,
17:04:53.545,2.2,63,541.8,0.0,0.02826,,,
17:04:53.575,2.2,63,540.8,0.0,0.028367,,,
17:04:53.604,2.2,63,541.4,0.0,0.028116,,,
17:04:53.633,2.2,57,555.4,0.0,0.027542,,,
17:04:53.662,2.2,57,551.9,0.0,0.027511,,,
17:04:53.691,2.2,57,542.7,0.0,0.027716,,,
17:04:53.719,2.2,57,573.9,0.0,0.026688,,,
17:04:53.744,2.2,57,627.5,0.0,0.024152,,,
17:04:53.769,2.2,57,646.0,0.0,0.02394,,,
17:04:53.798,2.2,57,561.0,0.0,0.027498,,,
17:04:53.827,2.2,63,549.3,0.0,0.027631,,,
17:04:53.853,2.3,63,625.8,0.0,0.024442,,,
17:04:53.879,2.3,63,620.8,0.0,0.024875,,,
17:04:53.907,2.3,63,568.7,0.0,0.026725,,,
17:04:53.935,2.3,63,570.9,0.0,0.02689,,,
17:04:53.962,2.8,63,575.5,0.0,0.026611,,,
17:04:53.990,2.8,63,572.9,0.0,0.026744,,,
17:04:54.020,2.8,63,576.9,0.0,0.026598,,,
17:04:54.048,2.8,63,531.7,0.0,0.026996,,,
17:04:54.075,2.8,63,589.7,0.0,0.025991,,,
17:04:54.103,2.8,63,583.6,0.0,0.026279,,,
17:04:54.130,2.8,63,594.0,0.0,0.025742,,,
17:04:54.157,2.8,63,586.1,0.0,0.02614,,,
17:04:54.184,2.8,63,583.3,0.0,0.026062,,,
17:04:54.212,2.8,63,584.6,0.0,0.02621,,,
17:04:54.239,2.8,60,586.3,0.0,0.026155,,,
17:04:54.267,2.8,60,577.2,0.0,0.026323,,,
17:04:54.294,2.8,60,592.5,0.0,0.0259,,,
17:04:54.321,2.8,60,604.0,0.0,0.025356,,,
17:04:54.348,2.8,60,582.5,0.0,0.026052,,,
17:04:54.374,2.8,60,603.1,0.0,0.025426,,,
17:04:54.401,3.3,60,599.7,0.0,0.025539,,,
17:04:54.429,3.3,65,572.1,0.0,0.026567,,,
17:04:54.457,3.3,65,579.2,0.0,0.026489,,,
17:04:54.483,3.3,65,595.0,0.0,0.025456,,,
17:04:54.511,3.3,65,585.3,0.0,0.026182,,,
17:04:54.538,3.3,65,591.4,0.0,0.025892,,,
17:04:54.566,3.4,65,575.6,0.0,0.026294,,,
17:04:54.592,3.4,65,597.6,0.0,0.025666,,,
17:04:54.620,3.4,63,584.1,0.0,0.026252,,,
17:04:54.647,3.4,63,582.7,0.0,0.0261,,,
17:04:54.674,3.4,63,602.0,0.0,0.02548,,,
17:04:54.701,3.4,63,585.4,0.0,0.025894,,,
17:04:54.729,3.4,63,580.6,0.0,0.026205,,,
17:04:54.755,3.4,63,604.6,0.0,0.025345,,,
17:04:54.783,3.4,63,576.4,0.0,0.026617,,,
17:04:54.810,3.4,63,589.8,0.0,0.026004,,,
17:04:54.833,3.9,61,680.6,0.0,0.022274,,,
17:04:54.857,3.9,61,676.4,0.0,0.022936,,,
17:04:54.883,3.9,61,626.4,0.0,0.024482,,,
17:04:54.910,3.9,61,579.8,0.0,0.026508,,,
17:04:54.938,3.9,61,579.6,0.0,0.026441,,,
17:04:54.966,3.9,61,568.8,0.0,0.02671,,,
17:04:54.994,3.9,61,571.4,0.0,0.026888,,,
17:04:55.022,3.9,68,580.6,0.0,0.026397,,,
17:04:55.049,3.9,68,591.9,0.0,0.025561,,,
17:04:55.076,3.9,68,592.2,0.0,0.025892,,,
17:04:55.103,3.9,68,576.3,0.0,0.026386,,,
17:04:55.131,0.4,68,578.5,0.0,0.026515,,,
17:04:55.135,,,,,,True,14,
17:04:55.179,0.9,68,2629.8,3.100882,0.0,,,
17:04:55.208,1.0,68,561.1,0.0,0.075179,,,
17:04:55.235,1.0,63,591.5,0.0,0.025862,,,
17:04:55.261,1.0,63,603.7,0.0,0.025344,,,
17:04:55.289,1.0,63,573.5,0.0,0.026496,,,
17:04:55.317,1.0,63,581.2,0.0,0.026391,,,
17:04:55.343,1.0,63,605.9,0.0,0.025101,,,
17:04:55.370,1.0,63,584.7,0.0,0.026227,,,
17:04:55.398,1.5,63,576.5,0.0,0.026572,,,
17:04:55.426,1.5,64,572.7,0.0,0.026475,,,
17:04:55.453,1.5,64,601.8,0.0,0.025442,,,
17:04:55.480,1.5,64,583.5,0.0,0.026263,,,
17:04:55.508,1.3,64,582.4,0.0,0.026096,,,
17:04:55.510,,,,,,True,1,
17:04:55.541,1.3,64,264.5,3.462741,0.0,,,
17:04:55.569,1.3,64,591.0,0.0,0.059951,,,
17:04:55.595,1.3,64,612.3,0.0,0.025137,,,
17:04:55.622,1.3,65,578.9,0.0,0.026533,,,
17:04:55.649,1.3,65,599.7,0.0,0.025544,,,
17:04:55.676,1.3,65,600.4,0.0,0.025493,,,
17:04:55.703,1.3,65,583.4,0.0,0.025935,,,
17:04:55.731,1.3,65,582.7,0.0,0.026302,,,
17:04:55.759,1.3,65,558.9,0.0,0.027482,,,
17:04:55.787,1.3,65,580.4,0.0,0.026178,,,
17:04:55.815,1.1,65,568.5,0.0,0.02702,,,
17:04:55.817,,,,,,True,1,
17:04:55.854,1.1,58,230.8,3.775079,0.0,,,
17:04:55.880,1.1,58,626.8,0.0,0.06323,,,
17:04:55.905,1.6,58,627.5,0.0,0.024086,,,
17:04:55.932,1.6,58,593.2,0.0,0.02617,,,
17:04:55.960,1.6,58,571.7,0.0,0.026844,,,
17:04:55.989,1.6,58,545.9,0.0,0.027852,,,
17:04:56.019,1.6,65,548.0,0.0,0.028027,,,
17:04:56.049,1.5,65,530.7,0.0,0.027968,,,
17:04:56.051,,,,,,True,1,
17:04:56.090,1.5,65,216.4,4.011258,0.0,,,
17:04:56.118,1.6,65,590.2,0.0,0.067504,,,
17:04:56.144,1.6,65,591.4,0.0,0.025584,,,
17:04:56.173,1.6,65,572.8,0.0,0.026759,,,
17:04:56.202,1.6,65,546.2,0.0,0.027843,,,
17:04:56.231,1.6,62,545.1,0.0,0.028147,,,
17:04:56.259,1.6,62,570.9,0.0,0.026701,,,
17:04:56.287,1.6,62,572.9,0.0,0.026609,,,
17:04:56.318,1.6,62,519.3,0.0,0.029474,,,
17:04:56.346,1.6,62,563.0,0.0,0.027051,,,
17:04:56.372,1.6,62,624.1,0.0,0.024508,,,
17:04:56.399,2.0,62,582.0,0.0,0.026552,,,
17:04:56.401,,,,,,True,1,
17:04:56.430,2.0,61,288.3,4.351488,0.0,,,
17:04:56.456,2.0,61,624.0,0.0,0.05554,,,
17:04:56.484,2.0,61,578.1,0.0,0.026255,,,
17:04:56.512,2.0,61,570.4,0.0,0.026336,,,
17:04:56.539,2.0,61,590.5,0.0,0.025942,,,
17:04:56.566,2.0,61,587.8,0.0,0.025853,,,
17:04:56.593,2.0,61,585.2,0.0,0.026216,,,
17:04:56.621,2.0,65,595.4,0.0,0.025724,,,
17:04:56.648,2.1,65,584.5,0.0,0.025178,,,
17:04:56.678,2.1,65,541.9,0.0,0.028373,,,
17:04:56.707,2.1,65,546.7,0.0,0.027814,,,
17:04:56.735,2.1,65,561.5,0.0,0.027303,,,
17:04:56.762,2.1,65,587.0,0.0,0.025808,,,
17:04:56.789,2.1,65,597.2,0.0,0.025612,,,
17:04:56.819,2.1,58,583.8,0.0,0.026233,,,
17:04:56.847,2.1,58,528.6,0.0,0.026406,,,
17:04:56.875,2.6,58,568.3,0.0,0.026888,,,
17:04:56.905,2.6,58,529.7,0.0,0.028704,,,
17:04:56.934,2.6,58,560.9,0.0,0.027323,,,
17:04:56.962,2.6,58,566.8,0.0,0.026999,,,
17:04:56.990,2.6,58,572.1,0.0,0.026733,,,
17:04:57.019,2.6,60,545.8,0.0,0.027949,,,
17:04:57.049,2.6,60,543.4,0.0,0.028105,,,
17:04:57.077,2.6,60,564.7,0.0,0.027159,,,
17:04:57.106,2.6,60,551.9,0.0,0.027416,,,
17:04:57.134,2.6,60,577.8,0.0,0.026496,,,
17:04:57.161,2.6,60,600.4,0.0,0.025486,,,
17:04:57.186,2.6,60,623.2,0.0,0.024195,,,
17:04:57.211,2.7,60,625.1,0.0,0.024785,,,
17:04:57.237,2.7,60,620.1,0.0,0.024681,,,
17:04:57.261,2.7,60,689.7,0.0,0.022009,,,
17:04:57.286,2.7,60,636.9,0.0,0.02397,,,
17:04:57.313,3.1,60,597.2,0.0,0.025634,,,
17:04:57.341,3.1,60,569.7,0.0,0.026445,,,
17:04:57.369,3.1,60,569.4,0.0,0.026059,,,
17:04:57.397,3.1,60,572.8,0.0,0.026639,,,
17:04:57.424,3.1,67,586.4,0.0,0.025746,,,
17:04:57.451,3.1,67,590.8,0.0,0.025917,,,
17:04:57.478,3.2,67,586.2,0.0,0.026117,,,
17:04:57.506,3.2,67,576.8,0.0,0.026301,,,
17:04:57.534,3.2,67,578.4,0.0,0.026529,,,
17:04:57.561,3.2,67,591.2,0.0,0.025917,,,
17:04:57.587,3.2,67,598.0,0.0,0.025426,,,
17:04:57.613,3.0,67,625.8,0.0,0.02447,,,
17:04:57.614,,,,,,True,1,
17:04:57.651,3.0,61,234.8,5.572312,0.0,,,
17:04:57.678,3.1,61,607.7,0.0,0.063837,,,
17:04:57.705,3.1,61,586.5,0.0,0.025802,,,
17:04:57.732,3.1,61,598.2,0.0,0.025634,,,
17:04:57.759,3.1,61,585.8,0.0,0.026162,,,
17:04:57.787,3.5,61,576.0,0.0,0.026376,,,
17:04:57.813,3.5,61,597.4,0.0,0.025662,,,
17:04:57.840,3.5,65,600.5,0.0,0.025497,,,
17:04:57.868,3.5,65,566.9,0.0,0.026752,,,
17:04:57.896,3.5,65,585.6,0.0,0.026113,,,
17:04:57.923,3.5,65,591.6,0.0,0.025594,,,
17:04:57.950,3.3,65,578.6,0.0,0.026465,,,
17:04:57.953,,,,,,True,1,
17:04:57.990,3.4,65,226.0,5.911215,0.0,,,
17:04:58.019,3.4,66,616.7,0.0,0.064573,,,
17:04:58.048,3.4,66,505.2,0.0,0.027837,,,
17:04:58.075,3.4,66,587.2,0.0,0.026115,,,
17:04:58.103,3.4,66,577.6,0.0,0.026334,,,
17:04:58.131,0.9,66,577.0,0.0,0.026584,,,
17:04:58.134,,,,,,True,10,
17:04:58.175,1.3,66,2041.9,6.095546,0.0,,,
17:04:58.202,1.3,66,588.2,0.0,0.070063,,,
17:04:58.231,1.3,62,551.8,0.0,0.027864,,,
17:04:58.258,1.4,62,583.6,0.0,0.026254,,,
17:04:58.285,1.4,62,589.5,0.0,0.025776,,,
17:04:58.313,1.4,62,582.6,0.0,0.026283,,,
17:04:58.340,1.4,62,579.0,0.0,0.026304,,,
17:04:58.367,1.4,62,606.8,0.0,0.025209,,,
17:04:58.392,1.8,62,637.7,0.0,0.023936,,,
17:04:58.419,1.8,64,648.0,0.0,0.023861,,,
17:04:58.446,1.8,64,539.4,0.0,0.026283,,,
17:04:58.474,1.8,64,582.9,0.0,0.026338,,,
17:04:58.500,1.5,64,607.7,0.0,0.025232,,,
17:04:58.503,,,,,,True,1,
17:04:58.536,1.6,64,254.7,6.455921,0.0,,,
17:04:58.561,1.6,64,628.8,0.0,0.05964,,,
17:04:58.588,1.6,64,590.9,0.0,0.025923,,,
17:04:58.615,1.6,64,597.0,0.0,0.025666,,,
17:04:58.642,1.6,64,579.6,0.0,0.026213,,,
17:04:58.670,1.6,64,570.3,0.0,0.026764,,,
17:04:58.699,1.6,64,565.8,0.0,0.027083,,,
17:04:58.726,1.7,64,577.8,0.0,0.026184,,,
17:04:58.753,1.7,64,597.3,0.0,0.025598,,,
17:04:58.781,1.7,64,580.3,0.0,0.026381,,,
17:04:58.808,1.5,64,586.1,0.0,0.026068,,,
17:04:58.810,,,,,,True,1,
17:04:58.841,1.5,61,275.8,6.76114,0.0,,,
17:04:58.868,1.5,61,584.9,0.0,0.058793,,,
17:04:58.896,1.9,61,574.7,0.0,0.026525,,,
17:04:58.924,1.9,61,570.7,0.0,0.026582,,,
17:04:58.951,1.9,61,597.2,0.0,0.025617,,,
17:04:58.978,1.9,61,585.6,0.0,0.026147,,,
17:04:59.005,1.9,61,596.7,0.0,0.025414,,,
17:04:59.032,1.7,65,581.3,0.0,0.026309,,,
17:04:59.035,,,,,,True,1,
17:04:59.071,1.7,65,233.9,6.99127,0.0,,,
17:04:59.097,1.8,65,624.4,0.0,0.06297,,,
17:04:59.123,1.8,65,596.9,0.0,0.025225,,,
17:04:59.151,1.8,65,576.4,0.0,0.026632,,,
17:04:59.177,1.8,65,610.2,0.0,0.025064,,,
17:04:59.204,1.8,65,598.2,0.0,0.025366,,,
17:04:59.231,1.8,65,601.5,0.0,0.025454,,,
17:04:59.258,1.8,65,589.4,0.0,0.026025,,,
17:04:59.285,1.9,65,585.8,0.0,0.025923,,,
17:04:59.313,1.9,65,584.0,0.0,0.026237,,,
17:04:59.341,1.9,65,557.8,0.0,0.027363,,,
17:04:59.370,2.0,65,558.3,0.0,0.027535,,,
17:04:59.372,,,,,,True,1,
17:04:59.410,2.0,65,222.9,7.330559,0.0,,,
17:04:59.438,2.0,63,584.6,0.0,0.066519,,,
17:04:59.466,2.0,63,570.3,0.0,0.026559,,,
17:04:59.493,2.0,63,589.8,0.0,0.025956,,,
17:04:59.519,2.0,63,598.9,0.0,0.02551,,,
17:04:59.548,2.0,63,552.4,0.0,0.027809,,,
17:04:59.577,2.1,63,557.4,0.0,0.027541,,,
17:04:59.606,2.1,63,561.8,0.0,0.027087,,,
17:04:59.633,2.1,61,581.6,0.0,0.026341,,,
17:04:59.660,2.1,61,600.8,0.0,0.025461,,,
17:04:59.687,2.1,61,596.2,0.0,0.025703,,,
17:04:59.713,2.1,61,602.7,0.0,0.025384,,,
17:04:59.740,2.2,61,586.2,0.0,0.026139,,,
17:04:59.767,2.2,61,591.8,0.0,0.025888,,,
17:04:59.795,2.2,61,585.0,0.0,0.026197,,,
17:04:59.822,2.2,65,576.7,0.0,0.026269,,,
17:04:59.849,2.6,65,594.7,0.0,0.025759,,,
17:04:59.877,2.6,65,579.0,0.0,0.02646,,,
17:04:59.904,2.6,65,592.0,0.0,0.025618,,,
17:04:59.932,2.6,65,581.1,0.0,0.026362,,,
17:04:59.960,2.6,65,575.3,0.0,0.026645,,,
17:04:59.985,2.6,65,620.4,0.0,0.024333,,,
17:05:00.010,2.6,65,638.9,0.0,0.024203,,,
