ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
16:33:31.115,,,,,,True,64,
16:33:31.418,3.8,29,1321.0,0.431167,0.0,,,
16:33:31.561,3.8,29,3979.2,0.0,0.144076,,,
16:33:31.770,3.8,27,2356.1,0.0,0.207716,,,
16:33:31.871,3.8,13,3302.6,0.0,0.102739,,,
16:33:31.987,3.8,35,2522.7,0.0,0.116256,,,
16:33:32.083,3.8,35,2299.5,0.0,0.095211,,,
16:33:32.177,3.8,40,2637.6,0.0,0.094857,,,
16:33:32.303,3.8,40,1304.8,0.0,0.124549,,,
16:33:32.400,7.5,30,2615.8,0.0,0.098385,,,
16:33:32.504,7.5,30,2002.0,0.0,0.103495,,,
16:33:32.609,7.5,30,1828.4,0.0,0.105536,,,
16:33:32.720,7.5,30,1572.7,0.0,0.110332,,,
16:33:32.831,7.5,31,2234.4,0.0,0.110934,,,
16:33:32.946,7.5,31,2877.3,0.0,0.115501,,,
16:33:33.044,7.4,35,2757.4,0.0,0.098634,,,
16:33:33.141,7.4,35,3046.2,0.0,0.096052,,,
16:33:33.145,,,,,,True,1,
16:33:33.237,7.4,34,278.6,2.246671,0.0,,,
16:33:33.334,7.4,34,3409.7,0.0,0.192676,,,
16:33:33.445,7.4,28,3694.5,0.0,0.111662,,,
16:33:33.543,7.4,28,2610.4,0.0,0.097922,,,
16:33:33.643,7.4,40,2413.9,0.0,0.099971,,,
16:33:33.739,7.4,40,2998.9,0.0,0.095545,,,
16:33:33.956,7.4,33,3236.6,0.0,0.214588,,,
16:33:34.049,7.4,14,3364.4,0.0,0.095843,,,
16:33:34.055,,,,,,True,1,
16:33:34.156,8.3,14,297.1,3.16497,0.0,,,
16:33:34.263,8.3,36,2364.8,0.0,0.21397,,,
16:33:34.269,,,,,,True,1,
16:33:34.382,10.1,30,194.2,3.391416,0.0,,,
16:33:34.495,11.0,30,1821.1,0.0,0.23094,,,
16:33:34.614,11.0,28,2074.6,0.0,0.119013,,,
16:33:34.717,11.0,28,2635.4,0.0,0.103645,,,
16:33:34.831,11.0,31,2288.7,0.0,0.114563,,,
16:33:34.934,11.0,31,2048.3,0.0,0.102634,,,
16:33:35.039,11.0,35,2356.5,0.0,0.104551,,,
16:33:35.147,11.1,35,2411.9,0.0,0.108353,,,
16:33:35.256,11.1,31,2784.1,0.0,0.109179,,,
16:33:35.368,11.1,31,2125.8,0.0,0.112183,,,
16:33:35.460,11.1,35,2244.3,0.0,0.092631,,,
16:33:35.559,11.0,35,2280.2,0.0,0.09779,,,
16:33:35.562,,,,,,True,1,
