ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
15:20:16.992,,,,,,True,16,
15:20:17.260,0.9,15,353.8,0.396038,0.0,,,
15:20:17.335,0.9,15,960.0,0.0,0.074722,,,
15:20:17.412,0.9,26,971.5,0.0,0.07797,,,
15:20:17.477,0.9,26,927.1,0.0,0.064025,,,
15:20:17.544,0.9,26,841.9,0.0,0.067526,,,
15:20:17.607,0.9,41,1233.2,0.0,0.063252,,,
15:20:17.668,0.9,41,1048.1,0.0,0.060614,,,
15:20:17.734,0.9,41,1197.6,0.0,0.059844,,,
15:20:17.797,1.6,41,718.3,0.0,0.068904,,,
15:20:17.875,1.8,41,1103.1,0.0,0.078534,,,
15:20:17.936,1.8,41,1062.7,0.0,0.060928,,,
15:20:17.996,1.8,42,994.3,0.0,0.059319,,,
15:20:18.052,1.8,42,1203.8,0.0,0.056971,,,
15:20:18.116,1.8,42,888.7,0.0,0.06293,,,
15:20:18.173,1.8,42,1184.2,0.0,0.057786,,,
15:20:18.229,1.8,46,1102.6,0.0,0.056311,,,
15:20:18.287,1.9,46,1057.2,0.0,0.058177,,,
15:20:18.345,1.9,46,1100.0,0.0,0.057651,,,
15:20:18.413,1.9,46,672.9,0.0,0.067679,,,
15:20:18.473,1.9,46,1070.5,0.0,0.059698,,,
15:20:18.530,1.9,46,1142.1,0.0,0.055358,,,
15:20:18.590,1.9,44,1086.7,0.0,0.062363,,,
15:20:18.749,1.9,44,1239.3,0.0,0.158623,,,
15:20:18.812,1.8,21,1279.2,0.0,0.062779,,,
15:20:18.900,2.3,21,1211.2,0.0,0.088776,,,
15:20:18.902,,,,,,True,1,
15:20:18.983,2.7,36,226.9,2.117131,0.0,,,
15:20:19.044,2.7,36,1144.6,0.0,0.143702,,,
15:20:19.112,2.7,36,1011.6,0.0,0.067638,,,
15:20:19.179,2.7,41,850.4,0.0,0.067102,,,
15:20:19.245,2.7,41,946.7,0.0,0.066672,,,
15:20:19.308,2.7,41,1154.7,0.0,0.062312,,,
15:20:19.367,2.7,41,1138.1,0.0,0.059197,,,
15:20:19.425,2.7,40,1117.8,0.0,0.057916,,,
15:20:19.485,2.8,40,1075.2,0.0,0.05968,,,
15:20:19.547,2.8,40,1229.9,0.0,0.0618,,,
15:20:19.605,2.8,46,1135.7,0.0,0.05917,,,
15:20:19.665,2.7,46,991.9,0.0,0.059601,,,
15:20:19.669,,,,,,True,1,
15:20:19.745,2.7,46,245.7,2.879939,0.0,,,
15:20:19.806,2.7,39,1160.3,0.0,0.141039,,,
15:20:19.862,2.7,39,1165.5,0.0,0.056045,,,
15:20:19.929,3.0,39,1006.1,0.0,0.066953,,,
15:20:19.991,3.4,46,896.8,0.0,0.061748,,,
15:20:20.055,3.6,46,993.2,0.0,0.063739,,,
15:20:20.120,3.6,46,864.4,0.0,0.064373,,,
15:20:20.180,3.6,40,1042.8,0.0,0.061388,,,
15:20:20.246,3.6,40,1000.6,0.0,0.065465,,,
15:20:20.312,3.6,40,960.8,0.0,0.065634,,,
15:20:20.378,3.6,43,899.8,0.0,0.065833,,,
15:20:20.471,3.6,43,813.5,0.0,0.093795,,,
15:20:20.536,3.6,43,1186.2,0.0,0.064634,,,
15:20:20.597,3.6,34,1046.0,0.0,0.06116,,,
15:20:20.658,3.6,34,1005.0,0.0,0.060436,,,
15:20:20.717,3.6,34,995.2,0.0,0.059426,,,
15:20:20.776,3.6,47,1192.5,0.0,0.058027,,,
15:20:20.829,3.6,47,1198.6,0.0,0.054624,,,
15:20:20.885,3.6,47,1129.3,0.0,0.055067,,,
15:20:20.940,3.6,47,1099.4,0.0,0.054952,,,
15:20:20.997,4.0,47,1123.6,0.0,0.057627,,,
15:20:21.072,4.4,47,1043.2,0.0,0.074947,,,
15:20:21.129,4.4,47,1123.7,0.0,0.056148,,,
15:20:21.191,4.4,43,895.3,0.0,0.063121,,,
15:20:21.275,4.4,43,933.4,0.0,0.083247,,,
15:20:21.340,4.4,43,965.5,0.0,0.06474,,,
15:20:21.408,4.4,34,1044.0,0.0,0.068451,,,
15:20:21.479,4.4,34,931.6,0.0,0.07083,,,
15:20:21.548,4.4,34,995.8,0.0,0.069762,,,
15:20:21.616,4.4,40,905.6,0.0,0.06681,,,
15:20:21.676,4.4,40,986.4,0.0,0.060785,,,
15:20:21.744,4.4,40,856.4,0.0,0.068299,,,
15:20:21.826,4.4,40,991.1,0.0,0.081694,,,
15:20:21.884,4.4,40,1115.3,0.0,0.057615,,,
15:20:21.942,4.4,40,1016.4,0.0,0.058193,,,
15:20:21.999,4.4,44,1085.9,0.0,0.057003,,,
15:20:22.060,4.4,44,1115.6,0.0,0.060956,,,
15:20:22.119,5.2,44,959.4,0.0,0.058955,,,
15:20:22.180,5.2,45,941.6,0.0,0.061338,,,
15:20:22.241,5.2,45,1255.3,0.0,0.061144,,,
15:20:22.302,5.2,45,993.7,0.0,0.061105,,,
15:20:22.369,5.2,45,984.1,0.0,0.066713,,,
15:20:22.430,5.2,42,1182.3,0.0,0.060899,,,
15:20:22.490,5.3,42,1067.1,0.0,0.059513,,,
15:20:22.554,5.3,42,969.9,0.0,0.06419,,,
15:20:22.622,5.3,44,948.3,0.0,0.068475,,,
15:20:22.685,5.2,44,894.6,0.0,0.062674,,,
15:20:22.766,5.2,44,1236.7,0.0,0.081475,,,
15:20:22.834,5.2,37,984.5,0.0,0.066983,,,
15:20:22.918,5.2,37,884.3,0.0,0.085126,,,
15:20:22.980,5.2,37,1162.1,0.0,0.061475,,,
15:20:23.047,5.2,37,919.0,0.0,0.066054,,,
15:20:23.115,5.2,37,910.0,0.0,0.068832,,,
15:20:23.176,5.3,43,1300.2,0.0,0.058923,,,
15:20:23.241,5.9,43,1165.2,0.0,0.067635,,,
15:20:23.301,5.9,43,1232.1,0.0,0.060167,,,
15:20:23.360,5.9,43,1002.1,0.0,0.057968,,,
15:20:23.414,5.9,45,1348.7,0.0,0.054491,,,
15:20:23.475,5.9,45,1042.6,0.0,0.061024,,,
15:20:23.543,5.9,45,825.2,0.0,0.068176,,,
15:20:23.615,6.0,42,827.0,0.0,0.07121,,,
15:20:23.680,6.0,42,917.4,0.0,0.065668,,,
15:20:23.744,6.0,42,902.3,0.0,0.063626,,,
15:20:23.805,6.0,41,1210.7,0.0,0.062239,,,
15:20:23.867,4.6,41,997.7,0.0,0.059927,,,
15:20:23.871,,,,,,True,14,
15:20:23.950,4.8,41,3363.3,7.084148,0.0,,,
15:20:24.012,1.4,39,911.7,0.0,0.145894,,,
15:20:24.087,1.4,39,1089.1,0.0,0.075098,,,
