ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
17:08:38.329,,,,,,True,250,
17:08:38.921,14.5,39,3088.4,0.72355,0.0,,,
17:08:39.432,14.5,15,8472.4,0.0,0.512757,,,
17:08:39.667,14.5,10,3282.2,0.0,0.234089,,,
17:08:39.925,14.5,26,4153.8,0.0,0.258814,,,
17:08:40.250,14.5,17,7172.5,0.0,0.325537,,,
17:08:40.494,14.5,26,3350.0,0.0,0.240293,,,
17:08:40.783,14.5,26,2690.7,0.0,0.292212,,,
17:08:41.052,14.5,26,4224.4,0.0,0.267929,,,
17:08:41.420,29.0,19,3663.6,0.0,0.368468,,,
17:08:41.706,29.0,21,7155.9,0.0,0.28731,,,
17:08:41.939,28.9,28,3927.6,0.0,0.231986,,,
17:08:42.328,28.8,9,2063.1,0.0,0.389212,,,
17:08:42.534,28.7,26,6046.7,0.0,0.206439,,,
17:08:42.833,28.7,23,3992.6,0.0,0.297727,,,
17:08:43.120,28.7,26,5311.7,0.0,0.285712,,,
17:08:43.502,28.7,26,2692.5,0.0,0.380006,,,
17:08:43.712,28.7,30,5737.0,0.0,0.214583,,,
17:08:44.007,28.6,23,4919.4,0.0,0.293017,,,
17:08:44.387,28.6,18,1368.2,0.0,0.379204,,,
17:08:44.615,28.5,24,4588.5,0.0,0.231001,,,
17:08:44.924,28.5,30,4491.7,0.0,0.306733,,,
17:08:45.165,28.5,28,5778.1,0.0,0.242683,,,
17:08:45.599,28.4,9,1921.7,0.0,0.433566,,,
17:08:45.807,28.4,35,6695.1,0.0,0.208631,,,
17:08:46.084,42.5,20,4444.6,0.0,0.277078,,,
17:08:46.347,42.4,31,2712.5,0.0,0.262792,,,
17:08:46.693,42.4,14,4563.2,0.0,0.345379,,,
17:08:46.985,42.4,27,4709.7,0.0,0.2928,,,
17:08:47.232,42.4,23,6528.0,0.0,0.246979,,,
17:08:47.623,42.4,27,1252.0,0.0,0.390245,,,
17:08:47.927,42.2,27,2507.6,0.0,0.301882,,,
17:08:48.153,42.1,24,4777.9,0.0,0.229247,,,
17:08:48.398,42.1,28,3363.2,0.0,0.241194,,,
17:08:48.831,42.0,0,2600.3,0.0,0.435441,,,
17:08:49.128,42.0,20,1947.1,0.0,0.297536,,,
17:08:49.332,42.0,30,4853.9,0.0,0.20219,,,
17:08:49.549,41.9,33,4991.8,0.0,0.216651,,,
17:08:49.963,41.9,27,6376.9,0.0,0.417114,,,
17:08:50.228,41.8,18,4297.5,0.0,0.262985,,,
17:08:50.467,41.8,27,4078.0,0.0,0.239833,,,
17:08:50.866,55.6,28,1023.4,0.0,0.397965,,,
17:08:51.129,55.5,27,6469.9,0.0,0.265084,,,
17:08:51.470,55.4,18,2305.1,0.0,0.340456,,,
17:08:51.665,55.3,27,4094.5,0.0,0.194917,,,
17:08:52.009,55.2,10,2914.5,0.0,0.344226,,,
17:08:52.292,55.2,26,5689.3,0.0,0.280335,,,
17:08:52.531,55.0,31,3717.8,0.0,0.241139,,,
17:08:52.766,54.9,29,3378.4,0.0,0.235874,,,
17:08:53.141,54.9,26,4715.5,0.0,0.374732,,,
17:08:53.412,54.8,28,5407.5,0.0,0.271311,,,
17:08:53.630,54.7,24,6662.9,0.0,0.217472,,,
17:08:54.122,54.5,0,1024.5,0.0,0.492359,,,
17:08:54.355,54.4,30,4547.1,0.0,0.230621,,,
17:08:54.652,54.3,36,4445.0,0.0,0.29378,,,
17:08:54.891,54.1,16,3517.7,0.0,0.243968,,,
17:08:55.131,54.0,27,4291.3,0.0,0.240679,,,
17:08:55.541,67.4,9,3778.3,0.0,0.410079,,,
17:08:55.824,67.3,27,2855.7,0.0,0.282118,,,
17:08:56.140,67.2,17,2504.3,0.0,0.316245,,,
17:08:56.362,67.2,34,3311.4,0.0,0.221649,,,
17:08:56.800,67.2,0,6776.5,0.0,0.436328,,,
17:08:57.127,67.2,36,1770.8,0.0,0.328811,,,
17:08:57.340,67.2,9,4000.7,0.0,0.207658,,,
17:08:57.579,66.9,32,5477.3,0.0,0.245477,,,
17:08:58.017,66.9,0,2370.7,0.0,0.436364,,,
17:08:58.239,66.9,36,3583.5,0.0,0.223063,,,
17:08:58.481,66.6,27,6789.5,0.0,0.241737,,,
17:08:58.726,66.6,33,3617.4,0.0,0.24142,,,
17:08:58.957,66.5,30,6024.2,0.0,0.234463,,,
17:08:59.381,66.4,28,3342.1,0.0,0.423774,,,
17:08:59.730,66.3,27,3329.7,0.0,0.34874,,,
17:08:59.961,66.2,27,3439.1,0.0,0.23026,,,
17:09:00.199,79.2,36,3332.5,0.0,0.23958,,,
17:09:00.601,79.0,3,3296.0,0.0,0.395635,,,
17:09:00.849,78.8,30,3555.9,0.0,0.250978,,,
17:09:01.154,78.6,12,2481.5,0.0,0.30646,,,
17:09:01.411,78.5,25,3152.5,0.0,0.25821,,,
17:09:01.795,78.0,18,5331.5,0.0,0.384568,,,
17:09:02.195,77.8,22,977.0,0.0,0.3994,,,
17:09:02.422,77.7,14,2919.8,0.0,0.227248,,,
17:09:02.661,77.6,29,4336.8,0.0,0.236035,,,
17:09:02.920,77.4,33,3668.5,0.0,0.261021,,,
17:09:03.338,77.4,27,4029.9,0.0,0.42004,,,
17:09:03.601,77.4,36,5877.1,0.0,0.262083,,,
17:09:03.846,77.4,18,4979.6,0.0,0.245079,,,
17:09:04.069,77.2,27,4108.6,0.0,0.222729,,,
17:09:04.513,77.0,1,846.2,0.0,0.44269,,,
17:09:04.806,76.9,26,3047.7,0.0,0.293748,,,
17:09:05.102,89.6,26,4055.5,0.0,0.297888,,,
17:09:05.341,89.5,26,4148.3,0.0,0.235154,,,
17:09:05.584,89.5,34,3517.9,0.0,0.245032,,,
17:09:06.037,89.2,17,818.6,0.0,0.451434,,,
17:09:06.338,89.1,18,3990.8,0.0,0.304297,,,
17:09:06.539,88.7,36,3876.0,0.0,0.200278,,,
17:09:06.771,88.5,27,4261.1,0.0,0.232322,,,
17:09:06.977,88.3,36,4183.1,0.0,0.20576,,,
17:09:07.437,88.0,9,4757.2,0.0,0.460225,,,
17:09:07.748,87.8,27,1459.9,0.0,0.310743,,,
17:09:07.953,87.4,27,3386.1,0.0,0.205133,,,
17:09:08.182,65.6,36,3775.5,0.0,0.216979,,,
17:09:08.204,65.6,36,0.0,0.0,0.0,,,
