ts,kv,compute,throughput,ttft,tpot,is_prefill,num_seqs,seq_id
19:37:26.422,,,,,,True,256,
19:37:26.867,9.3,98,3468.8,0.648901,0.0,,,
19:37:26.971,9.3,98,2466.6,0.0,0.101725,,,
19:37:27.077,9.3,55,2420.0,0.0,0.103922,,,
19:37:27.180,9.3,55,2470.4,0.0,0.101651,,,
19:37:27.286,9.3,57,2435.1,0.0,0.10311,,,
19:37:27.387,9.3,57,2519.1,0.0,0.09939,,,
19:37:27.492,9.3,56,2419.4,0.0,0.103863,,,
19:37:27.597,9.3,56,2461.2,0.0,0.10233,,,
19:37:27.792,18.5,43,1313.9,0.0,0.192759,,,
19:37:27.896,18.5,45,2443.5,0.0,0.102833,,,
19:37:28.002,18.5,45,2428.7,0.0,0.103582,,,
19:37:28.106,18.5,55,2454.3,0.0,0.102036,,,
19:37:28.211,18.5,55,2441.2,0.0,0.102559,,,
19:37:28.316,18.5,56,2445.8,0.0,0.102759,,,
19:37:28.418,18.5,56,2507.3,0.0,0.100199,,,
19:37:28.520,18.5,58,2502.5,0.0,0.100371,,,
19:37:28.624,18.5,58,2452.0,0.0,0.102227,,,
19:37:28.631,,,,,,True,1,
19:37:28.669,18.5,61,195.6,2.443537,0.0,,,
19:37:28.772,18.5,61,2518.3,0.0,0.145706,,,
19:37:28.875,18.5,67,2490.2,0.0,0.100896,,,
19:37:28.980,18.5,67,2444.4,0.0,0.102962,,,
19:37:29.180,18.4,35,1277.7,0.0,0.198165,,,
19:37:29.188,,,,,,True,1,
19:37:29.227,18.5,35,188.8,3.000726,0.0,,,
19:37:29.331,18.5,46,2481.0,0.0,0.148748,,,
19:37:29.436,18.5,46,2440.5,0.0,0.103146,,,
19:37:29.542,18.3,61,2413.5,0.0,0.104176,,,
19:37:29.548,,,,,,True,2,
19:37:29.584,18.4,61,419.0,3.357808,0.0,,,
19:37:29.686,27.6,64,2516.9,0.0,0.142678,,,
19:37:29.793,27.5,64,2402.8,0.0,0.104623,,,
19:37:29.799,,,,,,True,1,
19:37:29.840,27.5,64,188.9,3.613649,0.0,,,
19:37:29.943,27.5,54,2498.6,0.0,0.148113,,,
19:37:30.047,27.5,61,2454.4,0.0,0.102079,,,
19:37:30.153,27.5,61,2416.3,0.0,0.104118,,,
19:37:30.264,27.5,61,2313.4,0.0,0.10873,,,
19:37:30.369,27.5,61,2429.0,0.0,0.10324,,,
19:37:30.376,,,,,,True,1,
19:37:30.412,27.5,61,208.6,4.185529,0.0,,,
19:37:30.518,27.3,48,2437.2,0.0,0.146149,,,
19:37:30.525,,,,,,True,2,
19:37:30.563,27.4,48,387.2,4.337027,0.0,,,
19:37:30.765,27.4,41,1277.6,0.0,0.244922,,,
19:37:30.871,27.5,59,2399.1,0.0,0.10438,,,
19:37:30.981,27.5,59,2340.6,0.0,0.107432,,,
19:37:31.088,27.3,52,2376.3,0.0,0.105479,,,
19:37:31.094,,,,,,True,1,
19:37:31.130,27.4,52,212.9,4.90339,0.0,,,
19:37:31.233,27.3,52,2497.6,0.0,0.143115,,,
19:37:31.240,,,,,,True,1,
19:37:31.280,27.3,57,191.2,5.052935,0.0,,,
19:37:31.385,27.3,57,2436.4,0.0,0.150208,,,
19:37:31.493,27.3,62,2366.6,0.0,0.106031,,,
19:37:31.598,27.4,62,2432.8,0.0,0.103485,,,
19:37:31.706,36.4,55,2381.6,0.0,0.105647,,,
19:37:31.813,36.4,55,2401.9,0.0,0.104926,,,
19:37:31.923,36.1,54,2330.1,0.0,0.107953,,,
19:37:31.930,,,,,,True,2,
19:37:31.969,36.1,54,381.3,5.742537,0.0,,,
19:37:32.073,36.0,69,2483.6,0.0,0.148077,,,
19:37:32.080,,,,,,True,1,
19:37:32.117,36.1,69,201.3,5.89027,0.0,,,
19:37:32.329,36.0,12,1212.1,0.0,0.25412,,,
19:37:32.336,,,,,,True,1,
19:37:32.373,36.0,12,198.2,6.146863,0.0,,,
19:37:32.484,36.0,67,2337.0,0.0,0.153038,,,
19:37:32.590,36.0,67,2410.2,0.0,0.104014,,,
19:37:32.697,36.1,54,2381.2,0.0,0.105624,,,
19:37:32.804,36.1,54,2402.8,0.0,0.104835,,,
19:37:32.908,36.1,55,2454.6,0.0,0.102018,,,
19:37:33.015,36.1,55,2406.7,0.0,0.104561,,,
19:37:33.022,,,,,,True,1,
19:37:33.060,36.1,60,195.6,6.833323,0.0,,,
19:37:33.165,36.1,60,2446.0,0.0,0.148761,,,
19:37:33.273,36.2,64,2361.1,0.0,0.106538,,,
19:37:33.380,36.0,64,2424.5,0.0,0.103889,,,
19:37:33.388,,,,,,True,1,
19:37:33.415,36.1,64,241.2,7.189276,0.0,,,
19:37:33.512,35.7,50,2694.0,0.0,0.130055,,,
